DATE,30-year,10-year,5-year,3-year,2-year,1-year,6-month,3-month,1-month
2023-01-31,3.66,3.53,3.64,3.91,4.21,4.69,4.8,4.69,4.52
2023-02-28,3.8,3.75,3.94,4.23,4.53,4.93,4.97,4.79,4.64
2023-03-31,3.77,3.66,3.82,4.09,4.3,4.68,4.99,4.86,4.49
2023-04-30,3.68,3.46,3.54,3.76,4.02,4.68,4.99,5.07,4.17
2023-05-31,3.86,3.57,3.59,3.82,4.13,4.91,5.27,5.31,5.49
2023-06-30,3.87,3.75,3.95,4.27,4.64,5.24,5.42,5.42,5.2
2023-07-31,3.96,3.9,4.14,4.47,4.83,5.37,5.53,5.49,5.39
2023-08-31,4.28,4.17,4.31,4.59,4.9,5.37,5.54,5.56,5.54
2023-09-30,4.47,4.38,4.49,4.74,5.02,5.44,5.51,5.56,5.53
2023-10-31,4.95,4.8,4.77,4.89,5.07,5.42,5.57,5.6,5.57
2023-11-30,4.66,4.5,4.49,4.64,4.88,5.28,5.44,5.52,5.53
2023-12-31,4.14,4.02,4.0,4.19,4.46,4.96,5.34,5.44,5.54
2024-01-31,4.26,4.06,3.98,4.11,4.32,4.79,5.21,5.45,5.54
2024-02-29,4.38,4.21,4.19,4.33,4.54,4.92,5.28,5.44,5.49
2024-03-31,4.36,4.21,4.2,4.38,4.59,4.99,5.36,5.47,5.51
2024-04-30,4.66,4.54,4.56,4.71,4.87,5.14,5.38,5.44,5.48
