years:,40Y,39.5Y,39Y,38.5Y,38Y,37.5Y,37Y,36.5Y,36Y,35.5Y,35Y,34.5Y,34Y,33.5Y,33Y,32.5Y,32Y,31.5Y,31Y,30.5Y,30Y,29.5Y,29Y,28.5Y,28Y,27.5Y,27Y,26.5Y,26Y,25.5Y,25Y,24.5Y,24Y,23.5Y,23Y,22.5Y,22Y,21.5Y,21Y,20.5Y,20Y,19.5Y,19Y,18.5Y,18Y,17.5Y,17Y,16.5Y,16Y,15.5Y,15Y,14.5Y,14Y,13.5Y,13Y,12.5Y,12Y,11.5Y,11Y,10.5Y,10Y,9.5Y,9Y,8.5Y,8Y,7.5Y,7Y,6.5Y,6Y,5.5Y,5Y,4.5Y,4Y,3.5Y,3Y,2.5Y,2Y,1.5Y,1Y,6M
1990-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.457233625739981,9.515289534813924,9.573329614524795,9.6313499498875,9.689343250476469,9.7472973780415,9.805191408684818,9.862992686617288,9.920653703843065,9.978109879926429,10.035280949036364,10.092071861079743,10.148370484779578,10.204044627111301,10.258941566423893,10.312892119880692,10.3657093908784,10.417186216070542,10.467095611053365,10.515189932123269,10.56120327470339,10.604850743170102,10.645826229837509,10.683809612986193,10.71846864449543,10.74945719683892,10.776430247183734,10.799084485059467,10.817220053227096,10.830815449763044,10.84011987417837,10.845807067687087,10.849295992080508,10.853249318487808,10.862295687771006,10.884301196911421,10.932263469068909,11.024742122724398,11.183117694824553,11.430047702210272,11.430047702210272
1991-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.368510500535656,9.149911562994003,9.184569143237637,9.21942992604214,9.254507030610858,9.289812624024085,9.325355566538823,9.36113960611912,9.397161860341223,9.433411678253542,9.46987204116402,9.506521731088245,9.543334981784342,9.580280680716191,9.617322998419793,9.654425722174183,9.691552320457962,9.72866547498085,9.765729092761282,9.80271003692169,9.839579060910612,9.876311903376166,9.912890687930505,9.949306112077979,9.985555967310644,10.021635179389017,10.057536478349475,10.09327413468394,10.128942406137295,10.164798359784829,10.201385586542905,10.239750365403518,10.281879604256837,10.331394002476934,10.394463766116308,10.481255865654056,10.608208815072059,10.80084884577895,11.096170422617513,11.54482407246259,11.54482407246259
1991-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.145884759295964,9.193211373547834,9.24033340775712,9.28722942530757,9.333872118592845,9.38022468607789,9.426237213098887,9.47184329269688,9.516956866092036,9.561472695818598,9.605269403142703,9.648207779590088,9.69012760911894,9.730845772763324,9.77016200304745,9.807859507584752,9.843701187902708,9.877428795681508,9.908762222653136,9.93740403841899,9.96304517725603,9.985364441849853,10.004043649650573,10.018785654276874,10.029309092996582,10.035346756853851,10.036669996298771,10.03315190600716,10.024855668504081,10.012154533413652,9.995914001758102,9.977912724285288,9.961536945519045,9.952605678625105,9.96068912297656,10.001398684854289,10.099176905146546,10.289116066736165,10.627461799882102,10.627461799882102
1991-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.153048777678539,9.196281909680636,9.239347732062965,9.282229055391728,9.32490401165019,9.367343440909014,9.409507681147854,9.451343909545065,9.492783408316726,9.533741828733637,9.574123800400523,9.61382299209868,9.652720168895655,9.690682027057347,9.72756816235951,9.763233624733054,9.797525223154409,9.830279572941137,9.861320851402125,9.890458300033323,9.917483198486583,9.942164566151417,9.964249305517702,9.983463345255638,9.999487603290094,10.011921482480203,10.020268216777994,10.023964665513557,10.02243408213454,10.015177331246749,10.00193781392428,9.983115392321883,9.960507935207188,9.93825021413734,9.924320517358149,9.933311269751508,9.990786992397467,10.137797235197878,10.440041763068042,10.440041763068042
1991-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.20991083684559,9.253554405408382,9.297257737334457,9.3410214394115,9.384842660865186,9.4287122771044,9.472610436982045,9.516503204946721,9.560338914521298,9.604046755174194,9.647539409562471,9.690712502301288,9.733441597279722,9.775579007011007,9.816956143937707,9.857386123319877,9.896659542499028,9.934540357013397,9.970761626597707,10.005022133267799,10.036985799637936,10.066274707060222,10.092468632301596,10.115117029249532,10.133727371039985,10.147740258668787,10.156523205575777,10.159396430083378,10.15567329992662,10.144716413058104,10.12603388281346,10.099548924008111,10.066148829712631,10.028429400476364,9.991981192051684,9.968148373417389,9.97876172601194,10.060142596196519,10.272083760270894,10.753260144743521
1991-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37649886675968,9.425298898988311,9.473954027145515,9.522448992541117,9.570763530149284,9.618869889471178,9.666727813618992,9.714281029050465,9.761453508864397,9.808146972082847,9.854242321002005,9.899599085367164,9.944051729845517,9.987405199013939,10.029433722214826,10.069883064577919,10.108467178615955,10.144863714411484,10.178712157137452,10.209611649631182,10.23712731948124,10.260787386855652,10.280083345126954,10.294493403009431,10.303484470214524,10.306493671608047,10.302928598721886,10.292195819894191,10.273741782330534,10.247095999692005,10.211922499700457,10.168163664846928,10.116440891971132,10.05866641734775,9.999085043051318,9.946616308914432,9.919376615934793,9.948743699366641,10.082137269808038,10.396016634506818
1991-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.445278027621745,9.485385686211785,9.525744111329097,9.566370839124978,9.607282307080474,9.648492571931655,9.690009427240698,9.731831489906321,9.773944841248824,9.816320667671608,9.858914300505598,9.901663740364885,9.944486648916868,9.987276618463376,10.029900138883797,10.072195466373657,10.11396877673038,10.154988257655372,10.19497878941476,10.233613956457893,10.270507399230443,10.30519917159151,10.33713809212187,10.365668547407656,10.390008912582479,10.409223258476297,10.422211022909845,10.427726004452722,10.424416690396948,10.410867747878083,10.38563765001376,10.347359860186906,10.295124569932184,10.229105108956292,10.151643337501469,10.069954825322046,10.001963785686133,9.983182395481911,10.069315784081935,10.34739242874585
1991-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.308870731268794,9.361727945708639,9.38690359851889,9.412466649555153,9.438445206881214,9.464867613545875,9.491759847621251,9.519143478591333,9.547033585539781,9.575437241291016,9.604353213033136,9.633771779094463,9.663673354956105,9.694026674993673,9.724787432584735,9.755898209430482,9.787284872886918,9.818851886431037,9.850475389308233,9.88199485989674,9.913201805690447,9.943825588955109,9.973516847177498,10.001830356973443,10.028202593804876,10.051920222479543,10.072098523383541,10.087681816769303,10.097469701360696,10.10014292846805,10.094302136424185,10.078562777279659,10.051910085961547,10.014329756404553,9.967757153193533,9.91825898139041,9.88099415976075,9.886391379542673,9.977844408672404,10.160783492868578
1991-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.189393292867335,9.212300012728349,9.235637073874141,9.259435297397244,9.283725387612902,9.308535023088199,9.333886014786982,9.359791829127701,9.386255416049215,9.413268120291114,9.440808905759072,9.468842367811124,9.497316073783134,9.526157802673264,9.55527462094562,9.584551281293713,9.613846307787313,9.642989008728605,9.671775648842607,9.699965643756572,9.727276473756769,9.753373371168614,9.777864551052247,9.800294781437472,9.820120353751063,9.836686623226667,9.849226568815425,9.856888694551971,9.858757511817593,9.853858725669781,9.841168212771139,9.819843737532596,9.78974184861686,9.752049395607427,9.710678728842474,9.676042189227548,9.672112913802321,9.744241354451098,9.97270731233339
1991-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.859080536990177,8.883657300452619,8.908527744589765,8.933713375432262,8.959235890991724,8.985115435203634,9.011368461733579,9.038006539708599,9.065035193705457,9.09245285610982,9.120249609929665,9.148405688535457,9.176889651584826,9.205656120414291,9.234642707204852,9.263765445166287,9.292913343124699,9.321940945354033,9.350658743109117,9.378827762222368,9.40615552536495,9.432283343101735,9.456781782272387,9.479152147993867,9.498805893736941,9.515042758210168,9.527041236024992,9.533865325776803,9.534460755219587,9.52764349504814,9.512101470138749,9.486593943647465,9.450467079216525,9.404399037458331,9.352111055373854,9.305101488914461,9.292077135120726,9.36605060068015,9.586835889736909
1991-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.019435756401364,9.042039790167273,9.064768193959893,9.08762904510695,9.11062943143702,9.133774233526585,9.157064169205237,9.180494874777704,9.204056066777289,9.227731431976016,9.251500831625973,9.275340921232617,9.299224582589,9.323120471101722,9.346995568424479,9.370815525919703,9.39454078996282,9.418122376674965,9.441494471621855,9.464567297101635,9.487216574540142,9.50927297620559,9.53051094086715,9.550634976961678,9.56924769693129,9.585803266297342,9.599568091122311,9.609604235877379,9.614757213677958,9.613636295994281,9.604595630340253,9.585880746245353,9.556088053824258,9.514847144658342,9.464352006526823,9.41435820450536,9.395424825859086,9.473617476579872,9.719946056882566
1991-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.130637112097821,9.15166670818393,9.173050873873208,9.19481695161407,9.216993322262962,9.239608574482244,9.262689365079538,9.286259295610618,9.310337864362097,9.334939925222198,9.360076257305094,9.385753641157397,9.411974150853185,9.438734317682016,9.466025520049218,9.493833108192453,9.522131502403795,9.550878735437772,9.580005971643878,9.609408363387598,9.638934233222518,9.668371629484644,9.697434108933393,9.725749126093378,9.752829903482164,9.778032758703679,9.80052452148428,9.819265115858881,9.832989309281855,9.840172046494136,9.838992929409919,9.827422978164648,9.803627353790343,9.766690368458585,9.718229838454743,9.667463952045555,9.645072469015211,9.718565601564903,9.94535140596847
1991-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.979581431864187,8.996346558939868,9.013659467949568,9.03156442134165,9.050109200748516,9.069345101131017,9.089325764120314,9.110106493372179,9.1317433396491,9.15429294368896,9.177813056074985,9.202363093237071,9.228004471664589,9.254801016858192,9.28282050337338,9.312135189445444,9.342816420891575,9.374930030279023,9.408523869073235,9.44361647614335,9.48018047040748,9.518125153726665,9.557278176908827,9.597362521813666,9.637962746870365,9.678471721027625,9.718036077056187,9.755519171713443,9.789488041448392,9.818197546068099,9.839609827835602,9.851567352276607,9.852361487647585,9.841768664968363,9.823208943692691,9.810212254642545,9.845512218448503,10.02203069289062,10.365862046803151
1992-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.765917641740124,8.710304348346229,8.728639510400395,8.747547030759856,8.767072326877086,8.787263537919124,8.808169489915336,8.829838310867713,8.852316456802138,8.875648080268167,8.89987450658287,8.92503358054054,8.951159004056413,8.978279540196441,9.006418104385705,9.035589682193843,9.06579564450143,9.097018287896908,9.129210743833964,9.162286125237085,9.196107922725355,9.230477087022553,9.265115014635082,9.29964896491773,9.333584949795174,9.366252120145168,9.396744524883518,9.42388258502522,9.446212964313963,9.462001450798825,9.469224196686486,9.465614946604802,9.449055025141076,9.41837900099562,9.374896940708528,9.327189603962891,9.308533956851113,9.41790189447939,10.081342904954202
1992-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67472147322432,8.689660980329613,8.704853626172412,8.720319626960494,8.736079795747441,8.752155399135436,8.76856802365829,8.78533815962362,8.802484013787009,8.820021409441223,8.837963663908452,8.856323091489829,8.875114182965662,8.894354616797564,8.914065875353835,8.934275124454672,8.955020858604845,8.976350703747274,8.998318447528389,9.02097647869515,9.044366619537088,9.068510763223134,9.093398922554629,9.118979333143269,9.14514673425638,9.171720675090699,9.19839336945164,9.224664736215997,9.249783178052853,9.27269900391986,9.291982156883485,9.305691341691025,9.31123020526946,9.305466214160234,9.285189378244063,9.247913486220503,9.195025856006268,9.147005646212216,9.190841953636083,9.565342387199003
1992-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.072181928043456,9.086314352802457,9.101125554515995,9.11667074121144,9.133009091197772,9.150203747832245,9.16832219304088,9.187434525999143,9.207611202886634,9.22892134531137,9.251431236544928,9.275203691775198,9.300297316889214,9.326765695750106,9.354656424196754,9.384010088983606,9.414860126088302,9.447231235208967,9.481136408676953,9.516572023181585,9.553510919896063,9.591895917346559,9.631631581282262,9.672573330779553,9.714518913863547,9.757198722735685,9.800243377086831,9.843145229234175,9.8852336066859,9.925657354182393,9.963323075279806,9.99677685518198,10.024060960261469,10.042772593174673,10.050414714090556,10.044866949638863,10.02606265893383,10.005286881078776,10.04028159606481,10.320491663133563
1992-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.634973322208921,8.637164418094684,8.63961406568462,8.642338755156665,8.645356345050404,8.648686214307238,8.652349435043336,8.656368969430407,8.660769894702321,8.665579661089513,8.670828388301441,8.67654919967381,8.682778593168983,8.689556592708625,8.696926109075111,8.70493288789208,8.71362585273336,8.723056346039517,8.733276676108076,8.744340463549102,8.756303430625973,8.769223333771185,8.783158505234793,8.798167231675803,8.81430773121109,8.831637915841558,8.8502122780105,8.87007720792156,8.891268212034728,8.913803747423586,8.93767423301057,8.962835705538614,8.989205656092754,9.016653277582762,9.044995109804187,9.07400042753265,9.103368684747553,9.13269253681707,9.16143451248316,9.188922907251191,9.21432215045553,9.236553633956778,9.254188486566267,9.265547692710028,9.269247016188778,9.265144242168574,9.256900374806643,9.262604846714742,9.353862854899523,9.737743333743275
1992-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.381496940853467,8.383179116547424,8.385155919102091,8.387446134013617,8.390069970343143,8.393049218890683,8.396407431938172,8.400170128072958,8.40436502627177,8.409022314240888,8.414174956688042,8.419858999771483,8.426113767938348,8.432981934822504,8.440508366092471,8.448739460067763,8.457723297771206,8.467508651265431,8.478142397010922,8.489669267937527,8.502132717843644,8.515574935182054,8.53003667315552,8.545557016446047,8.562173061651574,8.579919475771755,8.598826941171174,8.618919118899207,8.640210068715303,8.662700480456955,8.686370467784052,8.71117397426074,8.73703481408541,8.76383907318826,8.791429031373424,8.819606320834817,8.848110029711378,8.876566003767573,8.904444342538833,8.931038511697912,8.955431599973357,8.976408937315874,8.99234614395089,9.001250787901482,9.001198977912006,8.991213297192779,8.973356113929805,8.96087751660494,9.014013733912495,9.30058683423207
1992-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.459315242119343,8.468121332019507,8.477118533993277,8.486319048462896,8.495736351246684,8.505385335269711,8.515282471598653,8.525445992946633,8.53589610339304,8.546655218794035,8.557748243273995,8.569202905644262,8.581050237096273,8.59332486163889,8.606063507062043,8.619303593657577,8.633083200543934,8.647440333410405,8.66241026894903,8.67802392134826,8.694306394751246,8.711275983238613,8.728944646981914,8.747318255733983,8.76639551698387,8.78616657571098,8.806612705877182,8.8277087567295,8.849424458699476,8.87172441551945,8.894569989933991,8.917918675104147,8.94171722605857,8.965895458670389,8.990360284140152,9.014984426317442,9.039579144124597,9.063843626750618,9.087332502673716,9.109454855104888,9.129454579820724,9.146304058292001,9.15852721800873,9.164065422238957,9.160334245830532,9.144182539866442,9.111792853543985,9.062778227510174,9.037279951421047,9.217857115095379
1992-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.400223945018471,8.411875321950236,8.423894733568309,8.436305951700863,8.449133311531602,8.462401774194808,8.476136997906083,8.490365419018323,8.505114344657112,8.520412058912509,8.536287944959097,8.552772454303618,8.56989553876305,8.587685012656427,8.606166496833234,8.625363579584274,8.645297575905648,8.66598701800014,8.687446412502243,8.709685184668036,8.73270687382338,8.756508423862927,8.781083109960505,8.806424950886559,8.832529459326663,8.859393960464208,8.887020378935954,8.915424715750397,8.944642179975382,8.974730672449734,9.005773000010583,9.037878618542567,9.071171392271467,9.105778677008889,9.141829226583548,9.179435588116602,9.21866059931516,9.259447186607833,9.301531122910538,9.344365130028587,9.387079195213804,9.428410578204245,9.46658231845327,9.499167128891335,9.523167435614965,9.53510204320792,9.530847835426856,9.50763426493878,9.490748446326199,9.490748446326199
1992-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.575972892147213,8.588583854788524,8.598891353182283,8.609834073220554,8.621452282120392,8.633788002708792,8.646885212923811,8.66079007315307,8.675551186049177,8.691219894366917,8.707850623476029,8.72550116578157,8.744231351749415,8.764100978179757,8.785169292816324,8.807494539763224,8.831133740783882,8.856142217362116,8.882571163055026,8.91046521785946,8.939860350482993,8.97078184669925,9.003243349191914,9.037246405714557,9.072778454357415,9.109810003177955,9.148291651715889,9.188153389335492,9.229304739578701,9.27163188419019,9.314994818420399,9.359223873530045,9.404119486315922,9.449451944342432,9.494954493887631,9.540331217505498,9.585264459497917,9.629386455374817,9.672252113270531,9.713337108783117,9.752030653134861,9.787551890568116,9.81877610007802,9.844035908861935,9.861174301887589,9.86771056100539,9.860751405965887,9.839540339186497,9.842507529882592,10.064127023045438
1992-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364787153415802,9.369037625892263,9.372514516065639,9.375168474404479,9.37694806358315,9.377799521232465,9.377666489585806,9.376489706503236,9.374206651279616,9.370751137323973,9.36605290879152,9.36003898602216,9.352636855767686,9.343775248364448,9.33338432514442,9.321395891163052,9.30774375023117,9.292365258329838,9.27520347544201,9.25621060713842,9.23535160055806,9.212606546722167,9.187973436404274,9.161471589053857,9.133145918410229,9.103072001365069,9.071359161597917,9.038146020996454,9.00359870490008,8.967903317632935,8.93125193180706,8.89383309206406,8.855817184689098,8.817348543268833,8.778535592650993,8.739427600483795,8.699944478643172,8.659788238818045,8.618391412423009,8.574864146176107,8.52779809891102,8.47491950928666,8.41271171554704,8.336378437940345,8.240371440740605,8.119169556317447,7.971604343029,7.836199588670828,7.979593805577051
1992-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.224706496532187,9.209920075796896,9.194484586840982,9.17835809584403,9.161496219778067,9.143851848088524,9.125374825539962,9.106011589754111,9.08570475570459,9.064392637885934,9.042008710715363,9.018481689172683,8.993736892821692,8.967695997828468,8.94027499374251,8.91138269780405,8.880919662694705,8.848777067124416,8.81483555242367,8.778964494161505,8.74102131282194,8.700852269840452,8.65830095745416,8.613212143491864,8.56543209737152,8.51480973016967,8.461208449958207,8.404519101318803,8.344663051411315,8.281596504370677,8.215313815590761,8.14584544605469,8.07324205591327,7.997573944359819,7.918927344677268,7.837379033578329,7.7529328913456785,7.665452393450689,7.574691869224861,7.480331122682948,7.381783183834405,7.277748484391999,7.165682450588377,7.041468068250023,6.899533117196005,6.73262106541917,6.534198473774758,6.332631178508843,6.497219812870022
